date,open,high,low,close,volume,oi
2020-08-03 09:15:00+05:30,11057.55,11057.55,10882.35,10900.0,0,0
2020-08-04 09:15:00+05:30,10946.65,11110.5,10908.4,11102.5,0,0
2020-08-05 09:15:00+05:30,11155.75,11224.95,11064.9,11119.9,0,0
2020-08-06 09:15:00+05:30,11185.7,11256.15,11130.4,11206.8,0,0
2020-08-07 09:15:00+05:30,11186.65,11231.85,11145.2,11216.9,0,0
2020-08-10 09:15:00+05:30,11270.25,11336.85,11238.35,11274.65,0,0
2020-08-11 09:15:00+05:30,11322.25,11372.85,11299.25,11332.0,0,0
2020-08-12 09:15:00+05:30,11289.0,11321.85,11243.45,11310.75,0,0
2020-08-13 09:15:00+05:30,11334.85,11359.25,11270.6,11312.2,0,0
2020-08-14 09:15:00+05:30,11353.3,11366.1,11112.3,11183.05,0,0
2020-08-17 09:15:00+05:30,11248.9,11266.95,11145.35,11259.65,0,0
2020-08-18 09:15:00+05:30,11259.8,11401.15,11255.4,11391.2,0,0
2020-08-19 09:15:00+05:30,11452.15,11458.6,11394.45,11421.35,0,0
2020-08-20 09:15:00+05:30,11317.45,11359.1,11290.15,11308.3,0,0
2020-08-21 09:15:00+05:30,11409.65,11417.95,11362.4,11378.4,0,0
2020-08-24 09:15:00+05:30,11412.0,11496.6,11412.0,11472.9,0,0
2020-08-25 09:15:00+05:30,11513.1,11525.55,11423.6,11479.35,0,0
2020-08-26 09:15:00+05:30,11512.85,11561.05,11462.35,11551.7,0,0
2020-08-27 09:15:00+05:30,11609.3,11616.5,11542.05,11571.5,0,0
2020-08-28 09:15:00+05:30,11602.95,11686.05,11592.5,11657.1,0,0
2020-08-31 09:15:00+05:30,11777.55,11794.15,11326.6,11341.05,0,0
2020-09-01 09:15:00+05:30,11464.3,11553.05,11367.2,11494.1,0,0
2020-09-02 09:15:00+05:30,11478.55,11554.15,11430.7,11543.1,0,0
2020-09-03 09:15:00+05:30,11566.2,11584.55,11508.3,11535.7,0,0
2020-09-04 09:15:00+05:30,11354.4,11452.0,11303.8,11358.35,0,0
2020-09-07 09:15:00+05:30,11359.6,11379.95,11252.35,11377.0,0,0
2020-09-08 09:15:00+05:30,11378.55,11436.45,11291.65,11294.3,0,0
2020-09-09 09:15:00+05:30,11218.6,11297.85,11185.3,11285.75,0,0
2020-09-10 09:15:00+05:30,11363.3,11463.05,11329.7,11454.35,0,0
2020-09-11 09:15:00+05:30,11447.8,11492.7,11420.25,11454.85,0,0
2020-09-14 09:15:00+05:30,11540.15,11566.25,11383.75,11422.1,0,0
2020-09-15 09:15:00+05:30,11487.2,11535.2,11442.65,11532.15,0,0
2020-09-16 09:15:00+05:30,11538.45,11617.6,11520.15,11600.05,0,0
2020-09-17 09:15:00+05:30,11539.4,11586.65,11498.9,11519.25,0,0
2020-09-18 09:15:00+05:30,11584.1,11584.1,11446.8,11515.95,0,0
2020-09-21 09:15:00+05:30,11503.8,11534.75,11219.9,11221.65,0,0
2020-09-22 09:15:00+05:30,11301.75,11301.75,11085.7,11175.5,0,0
2020-09-23 09:15:00+05:30,11258.75,11258.75,11025.1,11135.9,0,0
2020-09-24 09:15:00+05:30,11011.0,11014.15,10790.85,10821.35,0,0
2020-09-25 09:15:00+05:30,10910.4,11072.2,10856.2,11035.8,0,0
2020-09-28 09:15:00+05:30,11140.85,11238.8,11100.5,11238.35,0,0
2020-09-29 09:15:00+05:30,11288.6,11304.8,11181.55,11222.65,0,0
2020-09-30 09:15:00+05:30,11244.45,11295.2,11184.75,11226.3,0,0
2020-10-01 09:15:00+05:30,11364.45,11428.3,11350.6,11422.4,0,0
2020-10-05 09:15:00+05:30,11487.8,11576.85,11452.75,11508.45,0,0
2020-10-06 09:15:00+05:30,11603.45,11679.4,11565.4,11660.4,0,0
2020-10-07 09:15:00+05:30,11679.25,11762.35,11631.0,11748.7,0,0
2020-10-08 09:15:00+05:30,11835.4,11905.5,11791.7,11833.15,0,0
2020-10-09 09:15:00+05:30,11852.05,11938.0,11806.15,11938.0,0,0
2020-10-12 09:15:00+05:30,11973.55,12020.6,11867.2,11936.2,0,0
2020-10-13 09:15:00+05:30,11934.65,11987.85,11891.8,11925.25,0,0
2020-10-14 09:15:00+05:30,11917.4,11996.3,11822.3,11966.45,0,0
2020-10-15 09:15:00+05:30,12023.45,12023.45,11662.15,11672.55,0,0
2020-10-16 09:15:00+05:30,11727.4,11787.95,11668.45,11770.25,0,0
2020-10-19 09:15:00+05:30,11879.2,11897.6,11820.95,11878.6,0,0
2020-10-20 09:15:00+05:30,11861.0,11948.35,11839.4,11898.7,0,0
2020-10-21 09:15:00+05:30,11958.55,12018.1,11776.25,11933.85,0,0
2020-10-22 09:15:00+05:30,11890.0,11938.3,11824.0,11902.25,0,0
2020-10-23 09:15:00+05:30,11957.9,11974.25,11908.85,11929.8,0,0
2020-10-26 09:15:00+05:30,11937.4,11937.4,11711.95,11776.9,0,0
2020-10-27 09:15:00+05:30,11807.1,11898.7,11725.75,11887.8,0,0
2020-10-28 09:15:00+05:30,11922.6,11929.35,11685.45,11727.35,0,0
2020-10-29 09:15:00+05:30,11633.3,11743.9,11606.75,11670.7,0,0
2020-10-30 09:15:00+05:30,11678.45,11748.15,11536.1,11646.45,0,0
2020-11-02 09:15:00+05:30,11697.35,11725.6,11557.75,11652.75,0,0
2020-11-03 09:15:00+05:30,11734.45,11835.1,11729.85,11807.65,0,0
2020-11-04 09:15:00+05:30,11783.35,11929.2,11756.6,11893.65,0,0
2020-11-05 09:15:00+05:30,12062.4,12130.65,12028.4,12127.6,0,0
2020-11-06 09:15:00+05:30,12156.65,12279.9,12134.95,12261.35,0,0
2020-11-09 09:15:00+05:30,12399.4,12472.7,12367.9,12468.15,0,0
2020-11-10 09:15:00+05:30,12556.4,12642.35,12476.7,12640.25,0,0
2020-11-11 09:15:00+05:30,12680.6,12768.85,12571.95,12757.2,0,0
2020-11-12 09:15:00+05:30,12702.15,12740.85,12625.1,12693.0,0,0
2020-11-13 09:15:00+05:30,12659.7,12735.05,12608.3,12723.1,0,0
2020-11-17 09:15:00+05:30,12932.5,12932.5,12797.7,12878.9,0,0
2020-11-18 09:15:00+05:30,12860.1,12948.4,12820.05,12936.1,0,0
2020-11-19 09:15:00+05:30,12839.5,12962.9,12746.45,12760.6,0,0
2020-11-20 09:15:00+05:30,12813.4,12890.95,12730.65,12846.0,0,0
2020-11-23 09:15:00+05:30,12960.3,12967.5,12826.0,12928.15,0,0
2020-11-24 09:15:00+05:30,13002.6,13078.45,12980.45,13075.55,0,0
2020-11-25 09:15:00+05:30,13130.0,13144.65,12834.2,12858.7,0,0
2020-11-26 09:15:00+05:30,12906.45,13017.2,12790.85,13015.05,0,0
2020-11-27 09:15:00+05:30,13012.05,13030.7,12915.65,12942.85,0,0
2020-12-01 09:15:00+05:30,13062.2,13128.2,12963.7,13097.85,0,0
2020-12-02 09:15:00+05:30,13121.4,13127.7,12983.9,13104.15,0,0
2020-12-03 09:15:00+05:30,13215.3,13215.3,13108.25,13136.6,0,0
2020-12-04 09:15:00+05:30,13177.4,13276.9,13152.9,13270.7,0,0
2020-12-07 09:15:00+05:30,13264.85,13366.05,13246.25,13355.2,0,0
2020-12-08 09:15:00+05:30,13393.85,13434.9,13311.6,13389.3,0,0
2020-12-09 09:15:00+05:30,13458.1,13548.55,13453.8,13532.55,0,0
2020-12-10 09:15:00+05:30,13488.5,13503.2,13399.4,13481.55,0,0
2020-12-11 09:15:00+05:30,13512.3,13578.5,13403.25,13505.55,0,0
2020-12-14 09:15:00+05:30,13571.45,13597.4,13473.25,13554.85,0,0
2020-12-15 09:15:00+05:30,13547.2,13588.25,13447.4,13564.5,0,0
2020-12-16 09:15:00+05:30,13663.1,13692.0,13606.5,13672.75,0,0
2020-12-17 09:15:00+05:30,13713.55,13772.8,13678.65,13734.85,0,0
2020-12-18 09:15:00+05:30,13764.4,13771.9,13659.05,13744.1,0,0
2020-12-21 09:15:00+05:30,13741.9,13777.0,13135.1,13283.35,0,0
2020-12-22 09:15:00+05:30,13373.65,13490.8,13193.9,13460.8,0,0
2020-12-23 09:15:00+05:30,13473.5,13618.7,13433.25,13609.15,0,0
2020-12-24 09:15:00+05:30,13672.15,13771.15,13627.4,13740.4,0,0
2020-12-28 09:15:00+05:30,13815.15,13885.3,13812.0,13881.0,0,0
2020-12-29 09:15:00+05:30,13910.35,13967.15,13860.0,13926.9,0,0
2020-12-30 09:15:00+05:30,13980.9,13995.95,13865.6,13975.25,0,0
2020-12-31 09:15:00+05:30,13970.0,14024.4,13941.6,13967.0,0,0
2021-01-01 09:15:00+05:30,13996.1,14049.8,13994.85,14014.8,0,0
2021-01-04 09:15:00+05:30,14104.35,14147.85,13956.6,14143.65,0,0
2021-01-05 09:15:00+05:30,14075.15,14215.2,14049.05,14199.3,0,0
2021-01-06 09:15:00+05:30,14240.95,14241.4,14040.1,14134.05,0,0
2021-01-07 09:15:00+05:30,14253.75,14253.75,14123.65,14148.45,0,0
2021-01-08 09:15:00+05:30,14258.4,14366.85,14224.1,14343.9,0,0
2021-01-11 09:15:00+05:30,14474.05,14496.45,14384.1,14483.05,0,0
2021-01-12 09:15:00+05:30,14473.8,14589.9,14435.95,14574.75,0,0
2021-01-13 09:15:00+05:30,14639.8,14652.7,14436.65,14558.3,0,0
2021-01-14 09:15:00+05:30,14550.05,14617.25,14472.45,14597.5,0,0
2021-01-15 09:15:00+05:30,14594.35,14616.15,14358.8,14434.4,0,0
2021-01-18 09:15:00+05:30,14453.3,14454.9,14224.7,14230.2,0,0
2021-01-19 09:15:00+05:30,14371.65,14545.55,14351.05,14526.6,0,0
2021-01-20 09:15:00+05:30,14538.3,14665.85,14517.55,14622.45,0,0
2021-01-21 09:15:00+05:30,14730.95,14753.4,14519.35,14630.4,0,0
2021-01-22 09:15:00+05:30,14583.4,14619.6,14359.15,14366.8,0,0
2021-01-25 09:15:00+05:30,14477.8,14490.1,14219.4,14247.95,0,0
2021-01-27 09:15:00+05:30,14237.95,14237.95,13929.65,13964.25,0,0
2021-01-28 09:15:00+05:30,13810.4,13897.75,13715.1,13819.75,0,0
2021-01-29 09:15:00+05:30,13946.6,13965.7,13597.85,13660.8,0,0
2021-02-01 09:15:00+05:30,13758.6,14335.45,13662.4,14335.45,0,0
2021-02-02 09:15:00+05:30,14481.1,14730.95,14473.35,14671.2,0,0
2021-02-03 09:15:00+05:30,14754.9,14868.6,14575.35,14783.6,0,0
2021-02-04 09:15:00+05:30,14789.05,14913.0,14714.9,14889.5,0,0
2021-02-05 09:15:00+05:30,14952.6,15014.15,14865.1,14940.85,0,0
2021-02-08 09:15:00+05:30,15064.3,15159.35,15049.7,15129.45,0,0
2021-02-09 09:15:00+05:30,15164.15,15256.1,15065.5,15109.5,0,0
2021-02-10 09:15:00+05:30,15119.05,15168.0,14977.55,15137.8,0,0
2021-02-11 09:15:00+05:30,15073.25,15188.5,15067.35,15176.65,0,0
2021-02-12 09:15:00+05:30,15186.2,15243.1,15081.4,15164.7,0,0
2021-02-15 09:15:00+05:30,15270.3,15338.35,15254.35,15335.8,0,0
2021-02-16 09:15:00+05:30,15371.45,15431.3,15243.35,15317.95,0,0
2021-02-17 09:15:00+05:30,15279.9,15313.5,15171.15,15196.25,0,0
2021-02-18 09:15:00+05:30,15238.7,15249.95,15078.75,15120.2,0,0
2021-02-19 09:15:00+05:30,15074.8,15143.0,14898.4,15003.45,0,0
2021-02-22 09:15:00+05:30,14999.05,15009.7,14636.1,14640.9,0,0
2021-02-23 09:15:00+05:30,14782.25,14853.6,14653.05,14717.8,0,0
2021-02-24 09:15:00+05:30,14729.15,14821.95,14729.15,14820.45,0,0
2021-02-25 09:15:00+05:30,15079.85,15173.75,15071.25,15103.8,0,0
2021-02-26 09:15:00+05:30,14888.6,14919.05,14468.55,14523.15,0,0
2021-03-01 09:15:00+05:30,14702.5,14806.65,14638.9,14784.15,0,0
2021-03-02 09:15:00+05:30,14865.3,14958.95,14761.05,14941.8,0,0
2021-03-03 09:15:00+05:30,15064.4,15271.0,14996.75,15240.5,0,0
2021-03-04 09:15:00+05:30,15026.75,15201.9,14980.25,15087.15,0,0
2021-03-05 09:15:00+05:30,14977.95,15090.95,14862.6,14963.15,0,0
2021-03-08 09:15:00+05:30,15002.45,15110.25,14921.05,14962.85,0,0
2021-03-09 09:15:00+05:30,15049.9,15124.1,14926.1,15098.7,0,0
2021-03-10 09:15:00+05:30,15202.15,15216.75,15101.5,15168.15,0,0
2021-03-12 09:15:00+05:30,15321.15,15332.6,14954.85,15023.95,0,0
2021-03-15 09:15:00+05:30,15048.4,15048.4,14745.95,14920.9,0,0
2021-03-16 09:15:00+05:30,14996.1,15051.15,14890.7,14922.0,0,0
2021-03-17 09:15:00+05:30,14946.55,14954.4,14696.6,14709.25,0,0
2021-03-18 09:15:00+05:30,14855.5,14870.1,14479.35,14583.7,0,0
2021-03-19 09:15:00+05:30,14471.15,14787.4,14350.5,14733.55,0,0
2021-03-22 09:15:00+05:30,14736.3,14763.55,14598.25,14747.15,0,0
2021-03-23 09:15:00+05:30,14768.55,14878.4,14708.55,14807.3,0,0
2021-03-24 09:15:00+05:30,14712.45,14752.15,14535.55,14564.95,0,0
2021-03-25 09:15:00+05:30,14570.9,14570.9,14265.6,14346.4,0,0
2021-03-26 09:15:00+05:30,14506.3,14572.6,14415.35,14518.9,0,0
2021-03-30 09:15:00+05:30,14628.5,14875.3,14620.15,14855.0,0,0
2021-03-31 09:15:00+05:30,14811.85,14811.85,14670.65,14693.05,0,0
2021-04-01 09:15:00+05:30,14798.4,14882.85,14692.75,14865.95,0,0
2021-04-05 09:15:00+05:30,14837.7,14840.5,14460.15,14649.05,0,0
2021-04-06 09:15:00+05:30,14737.0,14778.35,14574.55,14700.8,0,0
2021-04-07 09:15:00+05:30,14716.45,14879.5,14652.15,14808.85,0,0
2021-04-08 09:15:00+05:30,14875.65,14982.45,14821.85,14877.5,0,0
2021-04-09 09:15:00+05:30,14882.65,14917.85,14786.15,14838.05,0,0
2021-04-12 09:15:00+05:30,14644.65,14644.65,14249.25,14349.6,0,0
2021-04-13 09:15:00+05:30,14364.9,14527.9,14277.1,14525.0,0,0
2021-04-15 09:15:00+05:30,14522.4,14596.35,14354.65,14589.4,0,0
2021-04-16 09:15:00+05:30,14599.6,14696.25,14562.9,14590.45,0,0
2021-04-19 09:15:00+05:30,14306.6,14381.6,14192.3,14362.95,0,0
2021-04-20 09:15:00+05:30,14526.7,14526.7,14207.55,14279.55,0,0
2021-04-22 09:15:00+05:30,14219.15,14424.35,14153.95,14398.7,0,0
2021-04-23 09:15:00+05:30,14326.35,14460.6,14274.2,14331.25,0,0
2021-04-26 09:15:00+05:30,14449.45,14556.7,14422.65,14489.05,0,0
2021-04-27 09:15:00+05:30,14493.8,14666.55,14489.15,14657.35,0,0
2021-04-28 09:15:00+05:30,14710.5,14889.45,14698.95,14850.3,0,0
2021-04-29 09:15:00+05:30,14979.0,15043.15,14814.95,14888.6,0,0
2021-04-30 09:15:00+05:30,14747.35,14855.3,14602.35,14617.55,0,0
2021-05-03 09:15:00+05:30,14481.05,14673.3,14417.65,14644.35,0,0
2021-05-04 09:15:00+05:30,14687.25,14722.0,14462.65,14506.85,0,0
2021-05-05 09:15:00+05:30,14604.15,14636.55,14510.0,14635.0,0,0
2021-05-06 09:15:00+05:30,14668.35,14743.3,14611.85,14733.2,0,0
2021-05-07 09:15:00+05:30,14816.85,14862.6,14765.95,14810.8,0,0
2021-05-10 09:15:00+05:30,14928.25,14966.8,14893.0,14949.4,0,0
2021-05-11 09:15:00+05:30,14789.7,14899.45,14774.3,14845.5,0,0
2021-05-12 09:15:00+05:30,14823.55,14823.55,14650.1,14698.75,0,0
2021-05-14 09:15:00+05:30,14749.4,14749.4,14592.15,14683.85,0,0
2021-05-17 09:15:00+05:30,14756.25,14935.45,14726.65,14924.1,0,0
2021-05-18 09:15:00+05:30,15067.2,15137.1,15043.9,15109.4,0,0
2021-05-19 09:15:00+05:30,15058.6,15133.1,15009.6,15019.2,0,0
2021-05-20 09:15:00+05:30,15042.6,15068.5,14885.15,14920.05,0,0
2021-05-21 09:15:00+05:30,14987.8,15189.2,14986.4,15183.55,0,0
2021-05-24 09:15:00+05:30,15211.35,15256.0,15146.5,15184.0,0,0
2021-05-25 09:15:00+05:30,15291.75,15291.75,15163.6,15218.15,0,0
2021-05-26 09:15:00+05:30,15257.05,15319.8,15195.5,15299.7,0,0
2021-05-27 09:15:00+05:30,15323.95,15383.35,15273.35,15370.15,0,0
2021-05-28 09:15:00+05:30,15421.2,15469.15,15395.4,15455.3,0,0
2021-05-31 09:15:00+05:30,15437.75,15604.4,15374.9,15576.0,0,0
2021-06-01 09:15:00+05:30,15629.65,15660.25,15528.35,15568.05,0,0
2021-06-02 09:15:00+05:30,15520.35,15597.15,15460.0,15590.0,0,0
2021-06-03 09:15:00+05:30,15655.55,15703.55,15611.55,15688.9,0,0
2021-06-04 09:15:00+05:30,15712.5,15733.35,15622.5,15670.65,0,0
2021-06-07 09:15:00+05:30,15725.1,15773.0,15679.45,15747.0,0,0
2021-06-08 09:15:00+05:30,15773.9,15775.55,15680.55,15741.85,0,0
2021-06-09 09:15:00+05:30,15766.3,15800.45,15567.7,15640.25,0,0
2021-06-10 09:15:00+05:30,15692.1,15751.25,15649.85,15745.15,0,0
